,X,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,Hotness,end_of_fade_in,key,Loudness,mode,mode_confidence,rank,hit
267,267,0.606,129.994,4,0,atlantis,1969,0.515084372,0.276715884,1.054,10,-6.002,0,0.499,53,0
268,268,0.53,204.141,4,0.91,rock on,1989,0.5332139,0.385493351,0,11,-6.355,0,0.444,45,1
269,269,0.403,77.791,3,1,lean on me,1987,0.477773818,0.325034654,0.398,2,-18.453,0,0.487,29,1
270,270,0.114,119.706,4,0.738,money,1973,0.710781516,0.453068417,0.932,11,-11.998,0,0.556,92,0
271,271,0,118.96,4,0.989,give it up,1984,0.686802811,0.554093396,0.339,1,-6.471,1,0,75,0
272,272,0.285,93.724,1,0,tears in heaven,1992,0.394590291,0.198516159,0.084,9,-22.543,1,0.449,6,1
273,273,0.028,151.936,4,1,one thing,2004,0.542732215,0.273783414,0.169,1,-11.615,1,0.181,66,0
274,274,0.33,127.13,3,0.191,sea of love,1985,0.481364202,0.373408883,0.456,7,-11.514,1,0.395,34,1
275,275,0.984,84.022,1,0,the first cut is the deepest,2004,0.544485126,0.238095324,0,0,-14.161,1,0.693,28,1
276,276,0.615,98.054,4,0.104,upside down,1980,0.746619437,0.535121107,0.189,1,-9.756,1,0.471,18,1
277,277,0.469,163.995,4,0.364,take me home,1986,0.6210719,0.431451503,0.119,1,-10.741,0,0.363,88,0
278,278,0.421,156.341,4,0.626,sunshine,2004,0.640307816,0.451469744,0.514,10,-8.281,0,0.512,20,1
279,279,0.642,106.14,1,0,one of us,1996,0.498758408,0.358423586,0.287,3,-7.474,1,0.49,30,1
280,280,0.809,144.974,4,0.961,bad boy,1986,0.387458645,0.319995488,1.604,9,-6.084,0,0.605,79,0
282,282,0.492,104.742,4,0.532,baby i love you,1969,0.633649701,0.452155549,0.271,0,-11.716,1,0.637,28,1
283,283,0.047,97.325,4,0.55,these words,2005,0.900967634,0.769674279,6.281,8,-7.331,1,0.353,80,0
284,284,0.928,112.023,3,0.549,lately,1999,0.360559644,0.229462375,0.624,8,-18.29,1,0.829,31,1
285,285,0.474,165.102,7,0.493,bohemian rhapsody,1992,0.582706649,0.3780671,0.119,0,-7.091,0,0.459,39,1
286,286,0.126,110.136,4,0.434,crush,2008,0.51065959,0.355541332,0.297,1,-4.412,1,0.299,76,0
287,287,0.63,100.545,1,0.189,sunshine,2004,0.445598339,0.355624123,0.177,7,-9.281,1,0.563,20,1
288,288,0.52,113.943,4,1,secrets,2010,0.678624889,0.479486915,0,7,-11.465,1,0.454,76,0
290,290,1,160.069,4,1,love is the answer,1979,0.548812372,0.426057735,0,7,-10.297,1,0.713,68,0
291,291,0.369,143.751,5,0.783,the promise,1989,0.621339526,0.51498068,2.856,3,-8.776,1,0.627,83,0
293,293,0.93,149.37,4,0.948,butterfly,2001,0.481171513,0.267970544,0.386,4,-11.206,1,0.817,29,1
294,294,0.016,140.034,4,0.935,someday,2004,0.470856974,0.418025782,0.241,7,-9.396,1,0.322,17,1
295,295,0.657,165.726,4,0.35,thank you,2001,0.028867403,0.130757407,0.091,1,-12.162,0,0.621,8,1
297,297,0.714,131.617,4,0.727,intuition,2003,0.832346854,0.768871985,0,1,-6.644,0,0.65,73,0
298,298,0.165,139.999,4,0.418,lost in love,1980,0.474526222,0.339742712,0,4,-6.082,0,0.343,15,1
299,299,0.022,84.147,4,0,sorry,2008,0.426906573,0.331429938,0.589,4,-7.511,1,0.4,44,1
300,300,0.395,151.983,4,0.739,you found me,2009,0.852699664,0.661349364,0,11,-6.093,1,0.477,13,1
301,301,0.977,122.521,4,0.381,the rose,1980,0.567467132,0.348388849,2.188,1,-18.35,1,0.827,10,1
302,302,0.052,88.992,4,0.461,sealed with a kiss,1972,0.576837283,0.488114038,0,9,-7.819,0,0.435,87,0
303,303,0.121,102.937,4,0,i need you,2000,0.612842077,0.456170748,0.27,6,-13.867,0,0.448,44,1
304,304,0.175,125.036,5,1,on the radio,1980,0.567438574,0.383001646,1.065,2,-7.392,1,0.322,52,0
305,305,0.764,76.98,4,0,help me make it through the night,1971,0.580798778,0.389341752,0.496,0,-13.551,1,0.73,36,1
307,307,0.139,129.996,4,0.679,amazed,2000,0.724556536,0.493867713,0.206,2,-5.587,1,0.366,8,1
308,308,0.435,42.508,1,0,feel so good,1998,0.801795346,0.494342999,0,2,-5.568,0,0.466,44,1
309,309,0,102.301,4,1,lullaby,1999,0.515316014,0.304330086,0.225,9,-10.508,0,0,46,1
310,310,0.838,94.401,4,0.39,all night long,1999,0.696450939,0.489149817,0.316,1,-5.244,1,0.658,74,0
311,311,0.598,119.057,4,1,stand up,2004,0.482786417,0.368515454,0.136,10,-5.497,0,0.587,45,1
312,312,0.738,127.689,4,0.44,abc,1970,0.652215037,0.661674151,0,1,-5.41,1,0.48,15,1
313,313,0.385,150.001,1,0,get back,2005,0.682291008,0.440950296,0,7,-3.428,1,0.461,77,0
314,314,0.286,115.62,4,0.287,a boy named sue,1969,0.817256939,0.735208878,0,10,-6.021,1,0.342,36,1
315,315,1,102.232,3,0.689,falling,1978,0.312293204,0.265792836,2.218,7,-17.692,1,0.96,79,0
316,316,0.388,118.023,4,0.448,easy,1977,0.821300035,0.500822447,0.379,2,-7.179,1,0.372,33,1
317,317,0.189,231.145,4,0,forever,2010,0.39821877,0.279483127,0.241,7,-4.135,1,0.6,71,0
318,318,0.036,65.732,4,0.524,ben,1972,0.652215037,0.661674151,0,3,-22.086,1,0.276,20,1
319,319,0.04,134.992,4,0,get it on,1972,0.572761297,0.397045075,0,11,-5.107,1,0.412,56,0
320,320,0.659,85.955,4,1,time after time,1998,0.673399693,0.513676858,0,0,-5.832,1,0.585,64,0
321,321,0.565,117.089,4,0.577,pick up the pieces,1975,0.610843676,0.396049421,2.067,8,-6.157,1,0.496,20,1
322,322,0.004,129.997,4,0.906,out of my head,1999,0.553571842,0.369202173,0,11,-9.578,0,0.203,88,0
323,323,0.69,85,4,0.268,back in the day,1994,0.306572235,0,0.264,7,-4.031,0,0.75,93,0
324,324,0.435,97.018,4,0.639,i want to take you higher,1970,0.475181126,0.358450889,0.2,7,-8.516,1,0.345,79,0
325,325,0.765,95.812,4,0.947,give it to me,2007,0.570736385,0.360603078,0.189,11,-3.273,1,0.493,21,1
326,326,0.124,186.856,1,0.259,mirage,1967,0.642315987,0.448305243,0.473,0,-5.35,1,0.134,96,0
327,327,0.725,137.06,4,0.212,children,1996,0.718233176,0.451534113,29.037,0,-14.804,1,0.593,65,0
328,328,0.8,129.617,4,0.613,love you down,1998,0.605033933,0.394554954,0,4,-10.322,0,0.692,88,0
329,329,0.522,165.984,4,0.736,good times,1979,0.258354024,0.440300807,0.084,0,-8.556,1,0.501,20,1
330,330,0.858,140.071,4,0.549,hungry,1966,0.764301194,0.582079722,0.148,0,-6.575,1,0.672,97,0
331,331,0.587,130.556,4,0.094,king for a day,1986,0.780309851,0.480289814,0.206,0,-11.568,1,0.588,96,0
332,332,0.674,137.862,4,0.805,goodbye,2009,0.902402086,0.575590617,2.926,3,-7.713,1,0.88,96,0
333,333,0,99.733,4,1,here i go again,1987,0.79106258,0.590449012,0,9,-5.094,1,0.135,7,1
334,334,0.686,123.472,3,1,amazing grace,1971,0.46689796,0.320165416,0.2,0,-10.73,1,0.712,80,0
335,335,0.823,139.991,4,0.271,spooky,1968,0.619580187,0.406904792,0.293,2,-4.932,1,0.506,26,1
336,336,0.012,104.066,3,1,war,1970,0.616146849,0.428893327,0,0,-6.98,1,0.38,5,1
337,337,0.582,102.098,3,0.487,crazy for you,1985,0.681457284,0.453793767,2.537,4,-12.871,0,0.737,9,1
338,338,0.215,110.695,5,0.922,check on it,2006,0.889460725,0.612067268,0.299,11,-4.293,0,0.399,10,1
339,339,0.868,96.161,4,0.193,hold the line,1979,0.786293941,0.530049913,2.281,6,-6.722,0,0.774,44,1
340,340,0.235,141.969,4,0.278,give it to me,2007,0.524959696,0.378389218,0,2,-5.612,1,0.253,21,1
341,341,0.333,114.512,4,0.448,rock with you,1980,0.855245196,0.899991594,0.272,11,-6.689,1,0.612,4,1
342,342,0.759,163.996,4,0.57,tell me,1996,0.498057123,0.353812727,5.352,7,-5.777,1,0.707,58,0
343,343,0.56,144.054,4,0.434,best friend,1995,0.811506287,0.796033969,0.183,11,-4.875,0,0.558,98,0
344,344,0.437,166.064,4,0.631,girlfriend,2007,0.588436488,0.347112574,0.061,1,-4.178,1,0.074,12,1
345,345,0.545,84.875,4,0.375,flying without wings,2003,0.75939336,0.553736196,0.131,8,-7.87,1,0.636,88,0
346,346,0.326,163.44,3,0.675,smile,2010,0.69297934,0.536862274,0,4,-8.138,0,0.341,97,0
347,347,0.821,160.481,4,1,magic,2010,0.565473032,0.381956931,0.525,2,-15.112,1,0.654,63,0
348,348,0.479,112.75,4,0.598,on broadway,1978,0.618409286,0.383136022,0.196,2,-8.362,1,0.539,55,0
349,349,0.261,120.029,4,1,never,1986,0.423726195,0,2.839,7,-5.375,1,0.236,18,1
350,350,0.904,125.611,4,0,amanda,1986,0.685740839,0.431542959,3.187,9,-10.843,1,0.855,50,0
351,351,0.663,175.58,4,0,drive,2001,0.664396191,0.468414872,0.34,7,-16.822,0,0.519,21,1
352,352,0.85,191.215,3,0.875,my girl,1965,0.500581777,0.315686489,0,0,-15.065,1,0.508,10,1
353,353,0.064,85.312,4,0.934,how long,1975,0.503002306,0,0,9,-6.742,1,0.383,57,0
354,354,0.648,121.99,4,1,express,1975,0.562112051,0.372158066,0.27,7,-8.053,1,0.716,58,0
355,355,0.413,91.028,4,0.348,because of you,2007,0.5704523,0.345865256,0,4,-5.403,1,0.463,57,0
356,356,0.535,140.105,4,1,caught up,2005,0.646542012,0.129175414,0,1,-8.666,1,0.478,34,1
357,357,0.114,44.62,4,0,all night long,1999,0.807345444,0.569861221,4.772,5,-17.113,0,0.546,74,0
358,358,0,189.824,4,1,now and forever,1994,0.634764556,0.423976263,7.303,2,-4.829,1,0,25,1
359,359,0,160.046,4,0.522,reflections,1967,0.458385296,0.382491385,0.199,10,-9.142,0,0.198,41,1
360,360,0.813,111.518,4,0.569,always,1995,0.636109171,0.371573624,0.119,0,-8.567,1,0.563,17,1
361,361,0.3,134.264,4,0,dreams,1994,0.359392838,0.241660898,0,0,-5.988,1,0.295,75,0
362,362,0.503,110.608,4,1,gone,2002,0.461860935,0.371621605,0.322,7,-13.456,1,0.608,75,0
363,363,0.184,132.243,4,0,show me the way,1991,0.744340398,0.580437826,5.335,2,-7.196,1,0.358,68,0
365,365,0.659,84.978,4,0.832,be with you,2000,0.615863707,0.340682426,0.764,8,-5.029,1,0.653,37,1
366,366,0.095,87.806,4,0,release me,1990,0.540750151,0.379651219,0.297,7,-20.691,1,0.535,19,1
367,367,0.099,122.984,5,1,when i grow up,2008,0.713782886,0.529166983,0,9,-6.817,0,0.46,49,1
368,368,0.05,132.534,4,0.567,shake your groove thing,1979,0.590363349,0.411618489,0.74,2,-6.843,1,0.533,31,1
369,369,0.717,129.39,5,0.985,fly like an eagle,1997,0.413348257,0.172151682,0.154,7,-17.071,1,0.518,79,0
370,370,0.559,101.56,3,1,wait for me,1980,0.457736899,0.351406025,0,7,-11.975,1,0.585,88,0
371,371,0.629,101.809,3,1,ill always love you,1988,0.604282094,0.407539019,0.247,0,-10.68,1,0.646,20,1
373,373,0.402,90.361,1,0.27,black cat,1990,0.673748412,0.4293949,0.311,4,-22.448,0,0.439,59,0
374,374,0.484,93.639,4,0.63,cara mia,1965,0.501246444,0.420569208,4.754,10,-16.884,1,0.546,24,1
375,375,0.148,48.985,1,0,heartless,2009,0.58418343,0.373804719,0.064,11,-14.91,0,0.145,9,1
376,376,0.69,132.509,4,0.054,release me,1990,0.4977249,0.391657078,2.397,7,-14.109,0,0.948,19,1
377,377,0.15,95.083,4,0.658,give me that,2005,0.595295825,0.415274839,1.477,7,-8.308,1,0.469,100,0
378,378,0.378,144.005,4,0.445,everyday,1994,0.600195393,0.48818139,0.2,7,-9.2,1,0.423,86,0
379,379,0.714,131.817,4,0.616,stand,1989,0.509674994,0.330446651,0.508,10,-7.99,0,0.673,76,0
380,380,0.038,134.312,1,0.388,come sail away,1978,0.743505061,0.503136873,0,10,-8.486,0,0.161,56,0
381,381,0,113.009,4,0.848,milkshake,2004,0.792487322,0.534289875,0.311,6,-8.472,1,0,41,1
382,382,0.108,128.968,4,0.196,baby boy,2004,0.596848746,0.416794075,0.351,4,-7.742,1,0.212,69,0
383,383,0.689,97.159,3,1,heat of the moment,1982,0.422254033,0.30356438,0.438,2,-4.38,1,0.603,40,1
384,384,0.052,96.565,3,0.474,lately,1999,0.481254512,0.328017955,0,0,-11.119,1,0.336,31,1
385,385,0.57,117.072,7,0.637,like a prayer,1989,0.632770078,0.419624451,0,0,-5.592,1,0.769,25,1
386,386,0.51,43.991,1,0,love,2006,0.509363727,0.290403491,0,0,-14.64,0,0.323,93,0
389,389,0.472,95.924,3,1,when a man loves a woman,1992,0.609123875,0.46236784,0.137,7,-5.184,1,0.502,54,0
390,390,0.421,93.034,4,0.446,one more day,2001,0.597789147,0.380756262,0,10,-5.725,1,0.147,86,0
391,391,0.166,133.899,4,0,i need you,2000,0.602058836,0.468797402,0.706,7,-16.408,1,0.452,44,1
392,392,0.434,120.071,4,0.68,breathe,2000,0.490044996,0.300786504,0,6,-4.217,0,0.417,1,1
393,393,0.645,150.024,4,0.13,jealousy,1996,0.339444459,0.319182535,0,1,-9.917,1,0.54,78,0
394,394,0,130.126,5,0.777,vincent,1972,0.421209147,0.294607893,0.235,9,-3.871,1,0.108,94,0
395,395,0.591,142.038,4,0.317,on bended knee,1995,0.624026663,0.411718535,0.322,0,-8.798,1,0.702,5,1
396,396,0.688,135.053,1,0,revolution,1968,0.366397069,0.274461355,0,1,-8.529,1,0.622,78,0
398,398,0.228,119.204,7,0.262,love in the first degree,1982,0.690663467,0.43555316,2.258,0,-7.43,1,0.563,55,0
399,399,0.764,91.95,4,0.481,say you love me,1976,0.683537728,0.334003537,0,7,-6.933,0,0.702,53,0
400,400,0.763,103.077,3,1,time after time,1998,0.506773968,0.379761784,0.183,0,-20.302,1,0.737,64,0
401,401,0.443,131.97,4,0.326,sideshow,1974,0.68600739,0.40950025,0.206,7,-8.468,1,0.506,19,1
402,402,0.271,105.097,4,0.631,one more day,2001,0.63204348,0.408601592,0.113,2,-4.697,0,0.45,86,0
403,403,0.411,112.944,1,0.186,the best things in life are free,1992,0.304653723,0.295875722,0,8,-6.036,1,0.542,41,1
404,404,0.766,166.037,4,0.785,through the wire,2004,0.877213746,1.082502557,0.363,7,-5.227,1,0.474,61,0
405,405,0.655,107.952,4,1,what would you do,2001,0.388367622,0.327815149,0,11,-8.201,1,0.366,22,1
406,406,0.64,128.403,4,0,anything,2002,0.709500106,0.549475737,0.073,3,-8.492,1,0.522,88,0
407,407,0.029,99.94,4,1,high enough,1991,0.378785272,0,0.316,2,-5.232,1,0.3,14,1
408,408,0,149.77,4,0.364,forever,2010,0.567852474,0.461245752,0,2,-4.124,0,0.278,71,0
409,409,0.315,88.075,4,0.822,angel,2003,0.513977043,0.332179776,2.601,11,-7.204,0,0.437,69,0
410,410,0.088,121.631,4,0,go home,1986,0.643998331,0.443768768,0,4,-5.323,0,0.13,100,0
411,411,0.344,120.047,7,0.903,rain,1993,0.542150511,0.330903403,0.189,5,-9.229,0,0.465,67,0
412,412,0.695,109.968,4,1,irreplaceable,2007,0.628756428,0.417775072,0.177,7,-9.973,0,0.735,1,1
413,413,0.603,140.153,5,0.205,amazing grace,1971,0.663980518,0.424010713,0.223,5,-7.448,1,0.517,80,0
414,414,0.063,110.178,4,0.917,stand,1989,0.597702904,0.437735968,0.386,0,-7.683,0,0.299,76,0
415,415,0.89,129.344,4,0,only you,1996,0.712113707,0.430576238,3.344,2,-13.438,1,0.845,34,1
417,417,0.688,142.499,4,0.787,running on empty,1978,0.534059222,0.398162166,0,8,-4.656,0,0.635,82,0
418,418,0.51,85.001,1,0,make it with you,1970,0.646453909,0.407366019,1.036,9,-12.407,1,0.374,13,1
419,419,0.355,152.38,4,0,temptation,1991,0.576665525,0.397967791,0.247,8,-7.718,1,0.152,58,0
420,420,0.983,172.172,4,0.767,secrets,2010,0.546727554,0.386180416,0.399,0,-8.085,1,0.656,76,0
421,421,0.554,153.294,1,0,kicks,1966,0.616429302,0.435669949,0.322,9,-5.239,1,0.392,25,1
422,422,0.135,91.42,4,1,shake it,2008,0.785311584,0.531978917,0.061,4,-4.594,0,0.203,32,1
424,424,0.614,145.02,1,0,smile,2010,0.516045034,0.260237739,0,10,-3.333,0,0.489,97,0
425,425,0.634,122.44,4,0.762,sugar sugar,1969,0.542732215,0.381153466,0.154,7,-8.967,1,0.404,1,1
426,426,0.156,124.929,1,0,yeah,2004,0.396353427,0.247038559,0.374,2,-7.762,1,0.437,1,1
427,427,0.879,127.267,1,0.462,use me,1972,0.417170428,0.272729378,0.461,9,-4.771,1,0.641,78,0
428,428,0.362,118.017,4,0.886,slow down,2005,0.675441687,0.420472425,0,4,-4.812,1,0.375,47,1
430,430,0.459,95.003,4,0.594,all this love,1983,0.671936147,0.474335028,3.297,2,-9.067,1,0.343,78,0
431,431,0.654,129.999,4,1,lose control,2005,0.602020386,0.408148603,0,11,-10.155,1,0.223,14,1
432,432,0.753,194.646,1,0,mine,2010,0.406015421,0,0,9,-10.473,1,0.629,46,1
433,433,0.605,212.033,3,1,in too deep,1987,0.556043369,0.287854424,0.154,2,-8.843,1,0.715,47,1
434,434,0,115.139,5,1,shake,1965,0.858270678,0.515325301,0,9,-6.61,1,0.12,66,0
435,435,0.373,142.047,4,0.703,heartbreak hotel,1999,0.535868776,0.450746649,0.357,7,-7.803,1,0.606,4,1
436,436,0.495,136.515,4,0.688,there goes my baby,2010,0.779429594,0.482374978,0.369,7,-13.763,1,0.532,83,0
437,437,0.526,103.473,4,0.8,give it to you,1999,0.371751482,0.323455505,0.136,9,-5.063,1,0.582,63,0
439,439,0.156,123.421,4,1,time,1996,0.643914884,0.427374005,11.825,9,-11.19,1,0.254,50,0
440,440,0,157.915,4,0.497,replay,2010,0.338265138,0.331173751,0.172,9,-8.461,1,0.181,25,1
442,442,0.509,137.944,4,0.497,maniac,1983,0.631528267,0.376990252,0.258,3,-5.175,0,0.419,9,1
443,443,0.584,84.002,1,0.529,everlasting love,1967,0.786806254,0.562061407,0.183,8,-9.789,1,0.557,90,0
444,444,0.162,109.154,1,0,sunny came home,1997,0.685502832,0.446732968,0,1,-12.806,1,0.356,39,1
445,445,0.5,60.11,1,0,lullaby,1999,0.477180009,0.327954754,0.223,0,-18.263,1,0.525,46,1
446,446,0.024,180.073,4,0.703,run away,1995,0.559914143,0.345873996,0,7,-12.671,1,0.087,38,1
449,449,0.006,137.951,4,0.034,sailing,1980,0.401708874,0,0,9,-3.854,1,0.158,32,1
450,450,0.23,187.554,3,1,time,1996,0.5286292,0.383581572,0,8,-10.32,1,0.365,50,0
451,451,0.519,64.927,4,0.132,masterpiece,1992,0.50785217,0.322642444,0.421,10,-18.043,1,0.355,27,1
453,453,0.628,171.869,4,0,september,1979,0.445572929,0.317625966,0.142,4,-6.918,1,0.543,78,0
454,454,0.618,119.903,4,0.682,smooth operator,1985,0.77149215,0.517342286,0.647,0,-6.375,1,0.713,62,0
456,456,0.814,63.962,4,0,lately,1999,0.621156951,0.403506541,0.334,3,-11.869,1,0.781,31,1
458,458,0.528,68.298,4,0,misled,1985,0.762067467,0.484401989,0,5,-7.515,0,0.482,69,0
459,459,0.522,164.003,4,0.581,everyday,1994,0.452813236,0.27702781,0,11,-7.593,1,0.672,86,0
460,460,0.958,86.518,4,0.555,if you asked me to,1992,0.671936147,0.474335028,2.026,7,-11.665,1,0.763,28,1
461,461,0.509,96.065,4,1,rockstar,2007,0.528144373,0.336461377,8.771,1,-7.478,1,0.483,36,1
462,462,0.346,105.671,4,0.143,sometimes,1999,0.611788254,0.336726841,2.897,6,-9.01,0,0.44,86,0
463,463,0.459,123.005,4,0.822,money honey,1976,0.537490302,0.373518331,0.688,0,-10.031,1,0.637,92,0
464,464,0.019,135.914,4,0.394,my life would suck without you,2009,0.686812987,0.684478823,0.259,9,-5.953,1,0.138,23,1
465,465,0.499,120.027,4,0.968,let the music play,1984,0.470978627,0.376598721,0,9,-7.49,0,0.382,49,1
466,466,0.714,78.453,3,0.858,what would you do,2001,0.437193777,0.316155987,0.369,5,-12.839,1,0.7,22,1
467,467,0.384,210.083,4,0.643,apologize,2008,0.446642001,0.314048651,0,3,-10.199,1,0.538,5,1
468,468,0.384,119.019,4,0.427,bad romance,2010,0.854604373,0.823266685,1.152,0,-3.937,1,0.259,8,1
469,469,0.59,95.824,4,0.667,my love,2007,0.606654322,0.398856397,0.363,7,-12.691,1,0.705,26,1
470,470,0.487,95.038,4,0.278,come and get it,1970,0.754567828,0.537389923,5.84,0,-4.065,0,0.592,48,1
472,472,0.014,95.179,3,1,chariots of fire,1982,0.642358176,0.409818411,0.183,0,-20.193,1,0.261,12,1
473,473,0.547,108.771,3,0.517,love,2006,0.592257012,0.46059966,0.177,1,-7.848,0,0.53,93,0
474,474,1,100.278,4,0.862,alright,1993,0.47853248,0.386222807,0.288,4,-9.617,1,0.747,85,0
475,475,0.395,102.823,5,0.721,vision of love,1990,0.934935267,0.787005469,2.682,5,-10.983,1,0.543,6,1
476,476,0.396,129.796,4,0.474,if i were a carpenter,1966,0.741066008,0.653543775,2.212,8,-13.015,1,0.426,73,0
477,477,0.511,121.183,4,0.197,obsession,1985,0.430064744,0.364578065,1.408,4,-11.778,1,0.526,56,0
478,478,0.301,165.777,4,0,anything,2002,0.791272469,0.515575853,0.067,0,-3.809,1,0.49,88,0
479,479,0.496,163.103,4,0,jean,1969,0.50983778,0.405099012,0.421,1,-10.207,1,0.621,23,1
480,480,1,167.841,4,0,crimson and clover,1982,0.620392056,0.390660523,0.119,11,-11.359,1,0.702,78,0
481,481,0.662,96.492,4,0.605,convoy,1976,0.610235649,0.366634878,0,11,-6.261,0,0.473,57,0
482,482,0.631,150.11,4,0.852,the flame,1988,0.837450128,0.476760867,0,7,-4.238,1,0.509,14,1
483,483,0.755,67.904,4,0.655,i will always love you,1993,0.510798011,0.352235517,0,6,-11.156,1,0.726,1,1
484,484,0.21,119.876,4,0.867,heat of the night,1987,0.66866765,0.47440306,3.727,11,-6.201,0,0.169,84,0
485,485,0.102,111.966,3,0,the last time,1965,0.397283607,0.270222497,0,9,-10.276,0,0.184,88,0
486,486,0.68,89.444,3,1,one more chance,1995,0.595242338,0.412165459,0,9,-8.312,0,0.595,23,1
487,487,0.513,130.031,4,0.792,soul finger,1967,0.633649701,0.476379144,0.061,6,-8.45,0,0.444,67,0
488,488,0.685,119.276,4,0.04,boogie nights,1977,0.63346284,0.464981938,0.165,4,-6.971,0,0.496,93,0
490,490,0.247,124.42,7,0.543,do it again,1973,0.393947413,0.285137079,0.241,8,-20.845,1,0.398,73,0
491,491,0.233,85.324,5,1,get up,2006,0.680008685,0.426739181,0,6,-5.261,0,0.617,80,0
492,492,0.008,131.88,4,0.59,crazy,2006,0.511257695,0.335083144,0,1,-8.784,1,0.19,7,1
493,493,0,135.008,4,0,sorry,2008,0.75242456,0.46062622,0.154,7,-6.318,1,0,44,1
494,494,0.301,158.103,4,1,for your eyes only,1981,0.558384455,0.340632714,0.148,10,-7.551,0,0.439,92,0
496,496,0.7,91.981,4,1,jamboree,1999,0.679748141,0.458595403,0.166,0,-8.983,1,0.603,90,0
497,497,0.485,124.886,1,0,leader of the band,1982,0.673444726,0.53731244,0,7,-15.64,1,0.643,35,1
498,498,0.451,152.45,3,0.938,i still believe,1999,0.614074595,0.392492219,2.514,5,-7.902,1,0.537,36,1
499,499,0.042,122.028,4,0.832,stand up,2004,0.608874071,0.413625032,2.485,7,-7.466,1,0.357,45,1
500,500,0.94,154.252,4,0.148,help me make it through the night,1971,0.563744257,0.387270401,0,2,-9.248,1,0.74,36,1
501,501,0.3,152.214,3,1,walk away,2006,0.831240277,0.725746082,0,4,-6.774,0,0.428,45,1
502,502,0.75,94.096,4,0,damn,2004,0.533062762,0.359172086,0,4,-10.779,1,0.631,68,0
503,503,0.712,134.95,1,0.175,the look,1989,0.70036306,0.525737017,0.215,5,-15.103,0,0.75,17,1
504,504,0.79,124.045,4,0.6,stand up,2004,0.683896742,0.599433713,0.211,11,-6.164,0,0.657,45,1
505,505,0.977,132.643,4,0.246,freedom,1985,0.66750924,0.23230493,0,2,-3.581,1,0.833,76,0
506,506,0.828,104.971,4,0.875,lovegame,2009,0.854604373,0.823266685,0.235,6,-5.46,0,0.757,35,1
507,507,0.393,116.85,4,0,loser,1994,0.474218775,0.311981161,0,7,-9.469,1,0.371,50,0
508,508,0.425,150.909,4,0.577,off the wall,1980,0.533567194,0.41367765,0.308,6,-11.232,0,0.414,79,0
509,509,0.325,117.483,4,0.617,control,1987,0.6316956,0.380130882,0.485,9,-4.996,0,0.281,37,1
510,510,0.516,120.223,4,1,sexual eruption,2008,0.853831634,0.608910283,0.067,11,-3.741,1,0.558,50,0
511,511,0.576,57.515,1,0,get down,1973,0.699210355,0.432381822,0.183,9,-7.539,1,0.477,66,0
512,512,0.21,128.932,4,0,spirit in the sky,1970,0.618004595,0.442638712,0.227,2,-6.959,1,0.116,22,1
513,513,0.411,106.65,1,0.545,i love you,2002,0.348592873,0.228396868,0,0,-11.93,1,0.296,60,0
515,515,0.61,109.85,4,0.792,all i want,1992,0.524821393,0.362162159,0.258,9,-8.255,0,0.493,53,0
516,516,0,108.477,5,0.472,game of love,1965,0.48355531,0.308764612,0,2,-10.384,0,0.176,34,1
517,517,0.381,154.811,5,1,ladies night,1980,0.510958854,0.364789996,0.363,10,-8.238,1,0.33,35,1
518,518,0.614,96.13,4,0.928,my love,2007,0.628920515,0.411233633,2.218,7,-16.563,0,0.528,26,1
519,519,0.875,111.978,4,0.925,together,1981,0.576501658,0.385701544,0.102,8,-6.177,1,0.803,53,0
520,520,1,165.441,4,0.624,the joker,1974,0.771814848,0.547588834,0.525,5,-13.311,1,0.791,40,1
521,521,0.296,137.67,5,0.412,runaway,1996,0.509124116,0.442948622,0,5,-7.579,1,0.185,84,0
522,522,0.479,140.002,4,0,i gotta feeling,2010,0.628753878,0.388339466,0,11,-6.24,0,0.444,29,1
523,523,0.635,84.652,3,1,help me,1974,0.600110013,0.383366753,0.191,9,-6.094,0,0.475,53,0
524,524,1,71.282,3,0.396,take time to know her,1968,0.280009046,0.216414296,0.223,4,-8.952,1,0.756,54,0
